0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.54252,0.039341,1.0807,-5.8577,0.0,0.19018,0.84326,3.1866,0.45748,0.23396,0.38998,0.072529,0.19018,856.76,0.42602,1.8433,0.19018,0.05968,9.6917,0.0,0.22975,0.05968,0.19018,0.39036,0.42602,5.2483,0.083174,4.3333,0.15132,0.067604,60.094,6.0738,5.4597,0.22468,3.1866,50.735,0.4662,0.070507,0.12831,0.066806,0.072097,53.196,43.504,2.2476,0.90716,10.427,0.1888,0.059248,0.9714,0.48766,0.16464,0.9672,0.98563,847.51,0.070507,0.41571,0.94053,0.01906,37.661,8.39,55.857,6.5345,6.7371,0.0
0.095542,0.78267,9.192,97.408,0.53473,0.39154,9.4666,1.1961,0.90446,0.39154,4.0981,0.19632,0.39154,84.949,4.2967,10.467,0.39154,0.18725,53.864,1.0013,0.3307,0.1547,0.65666,0.90446,3.5843,1.8916,6.4268,4.0427,-0.12444,0.18725,19.948,18.298,3.4613,0.3307,2.1547,0.0,0.90446,0.15815,3.7884,0.008983,0.15815,90.117,36.254,1.0483,5.9622,64.426,0.31172,0.14908,9.192,0.095542,0.054651,7.4268,7.4268,8634.9,0.16395,0.35764,0.83605,0.0,6.7764,10.068,16.677,21.886,17.17,0.0
0.060932,0.61627,11.357,159.22,0.35236,0.17794,15.047,1.2313,0.91686,0.17794,2.9905,0.23078,0.17794,97.195,3.7553,16.412,0.17794,0.17946,62.323,1.1612,0.16278,0.14101,0.43447,0.91686,3.1296,2.0214,1.9007,4.8282,-0.1717,0.17946,26.97,13.534,2.6715,0.16278,1.0134,354.18,0.91829,0.16417,5.7894,0.0093759,0.16417,121.95,59.63,0.82583,8.5118,76.737,0.1119,0.11286,11.091,0.059502,0.07389,2.8278,2.8322,41493.0,0.18784,0.15249,0.81216,0.0015597,5.8566,6.121,21.904,16.664,3.0581,0.0
0.76848,-0.10565,0.81615,-196.7,-0.051743,-0.093856,0.29207,0.98936,0.22445,-0.093856,-0.16334,-0.070521,-0.093856,-4967.6,-0.073476,1.3013,-0.093856,-0.11722,131.78,1.0979,-0.0066298,-0.09161,-0.065502,0.22445,-0.046793,-0.081921,-0.19894,4.6097,0.8882,-0.11722,259.16,1.4084,-0.0086271,-0.0066298,0.81743,0.92792,0.41832,-0.0082802,0.1468,0.82134,-0.0082802,175.33,43.555,-0.25375,0.31308,130.37,-0.044021,-0.054979,0.61025,0.57461,0.71002,0.42266,0.78775,-4301.0,-0.010759,-0.3268,1.0108,0.86377,2.7698,8.3802,261.94,1.3934,1.5078,0.0
0.45111,0.32065,1.7108,16.311,0.23691,0.066803,0.85217,1.0063,0.38442,0.066803,0.14809,0.042412,0.066803,1473.3,0.24774,2.2168,0.066803,0.025352,27.395,1.1073,0.017515,0.019336,0.30259,0.38442,0.2126,0.066885,1.4048,4.5676,0.16521,0.025352,62.877,5.8049,0.038826,0.017515,2.7103,0.0,0.38442,0.0066469,0.048819,0.23741,0.0066469,103.85,76.456,0.25763,1.2724,27.567,-0.02744,-0.010413,1.7108,0.45111,0.17227,1.6842,1.6842,11848.0,0.006226,0.13254,0.99377,0.0,13.324,4.774,62.486,5.8413,11.545,0.0
0.34848,0.075363,1.3284,-80.566,-0.1068,-0.051661,1.7806,0.91916,0.62051,-0.051661,-0.22514,0.14304,-0.051661,1484.7,0.24584,2.8696,-0.051661,-0.086252,115.71,0.75309,-0.047708,-0.086252,-0.1068,0.62051,0.24584,-0.73213,0.10841,4.4058,0.58168,-0.086252,128.53,2.8398,-0.1369,-0.047708,0.62052,0.96569,0.73954,-0.079653,0.0028968,0.12783,-0.079653,185.35,69.64,-0.27207,0.50092,106.36,-0.18504,-0.30894,0.87471,0.22946,0.35213,0.8926,1.0638,1918.3,-0.087952,-0.083254,1.088,0.19182,3.1543,5.2412,139.83,2.6102,0.86158,0.0
0.28876,0.23485,1.8145,-22.933,0.0,0.081488,2.4631,2.725,0.71124,0.084413,0.28261,0.050452,0.081488,766.61,0.47612,3.4631,0.081488,0.029903,53.454,1.0257,0.084413,0.024229,0.31112,0.69035,0.42258,28.857,0.49255,3.3789,0.10182,0.030823,39.856,9.158,9.1447,0.084413,2.725,0.0,0.71124,0.030977,0.04058,0.068552,0.030977,68.511,15.057,0.16545,0.43043,55.163,0.028416,0.010428,1.8119,0.28834,0.10919,1.4917,1.4917,562.0,0.030977,0.092832,0.9701,0.0,6.8283,24.242,38.621,9.4507,5.7152,0.0
0.59086,0.24543,2.3073,10.937,0.0,0.20809,0.69245,1.2486,0.40914,0.23595,1.1084,0.18314,0.20809,943.13,0.38701,1.6925,0.20809,0.16666,59.155,1.637,0.20171,0.14074,0.3989,0.37068,0.33223,7.2398,0.43298,4.6245,0.46508,0.18125,64.438,5.6643,1.7997,0.18522,1.2486,1.2032,0.60096,0.14834,0.11478,0.088604,0.16155,120.33,61.17,0.8684,1.2294,69.459,0.18114,0.14507,0.7331,0.18773,0.17654,0.72179,1.0602,10337.0,0.14834,0.42951,0.84107,0.46884,6.1702,5.9669,54.879,6.6509,2.2028,0.0
0.029627,0.76342,26.768,135.93,0.42986,0.24188,31.015,1.1889,0.9189,0.24188,8.1642,0.20171,0.24188,40.92,8.9199,33.753,0.24188,0.18462,99.275,1.2067,0.22926,0.15627,0.52063,0.9189,7.6663,2.0805,3.6889,4.6913,-0.21568,0.18462,9.8134,37.194,7.7381,0.22926,1.3683,0.0,0.9189,0.17499,10.519,0.0038707,0.17499,134.11,34.84,0.57456,14.74,118.03,0.20687,0.1579,26.768,0.029627,0.026886,4.4402,4.4402,37505.0,0.15891,0.22281,0.84109,0.0,3.6766,10.477,8.2539,44.221,6.3308,0.0
0.26212,0.38417,2.6624,0.22038,0.12101,0.074778,2.5459,1.0402,0.66735,0.074778,0.32358,0.0733,0.074778,738.44,0.49428,3.815,0.074778,0.042306,79.123,0.92041,0.078916,0.02754,0.18454,0.66735,0.39471,0.46442,0.99852,4.4553,0.13047,0.042306,49.639,7.3531,0.30106,0.078916,1.7989,7.4798,0.69838,0.044647,0.13632,0.064455,0.044647,120.55,41.423,0.12704,1.0044,82.303,0.024131,0.013652,2.3472,0.23109,0.136,1.7345,1.8152,10960.0,0.038644,0.072943,0.96136,0.046498,4.6131,8.8115,47.72,7.6487,4.5942,0.0
0.658,-0.12843,0.80481,-45.752,-0.063944,-0.050168,0.51976,1.3967,0.342,-0.03477,-0.076243,-0.0064491,-0.050168,-26663.0,-0.01369,1.5198,-0.050168,-0.035918,14.221,1.0819,-0.062659,-0.035918,-0.093417,0.048307,-0.01369,-4.0694,-0.27301,3.5052,0.47063,-0.029605,160.09,2.28,2.28,-0.10348,1.3967,0.0,0.342,-0.074088,0.0048975,-1.0202,-0.044861,137.54,123.32,-0.92187,0.7221,13.24,-0.10382,-0.07433,0.80481,0.658,0.4386,0.72699,0.72699,-411.07,-0.074088,-0.14669,1.0341,0.0,25.666,2.9597,171.95,2.1227,2.969,0.0
0.73884,0.18017,1.2438,9.2198,-0.2281,0.38017,0.35347,3.2843,0.26116,0.42149,0.51454,0.12531,0.38017,655.24,0.55705,1.3535,0.38017,0.11575,12.124,0.0,0.40826,0.097131,0.38017,0.17851,0.47427,9.88,2.2708,2.7818,0.17715,0.12833,96.087,3.7987,3.7987,0.47769,3.2843,0.0,0.26116,0.14545,0.21253,0.056015,0.12431,84.683,72.559,2.9242,1.0962,14.187,0.37686,0.11475,1.2438,0.73884,0.26325,3.2917,3.2917,109.0,0.14545,1.2215,0.88471,0.0,30.106,5.0304,82.111,4.4452,41.396,0.0
0.35614,0.12172,1.5186,-7.865,0.15451,0.012129,1.8079,0.95968,0.64386,0.012129,0.051679,0.082054,0.012129,1696.3,0.21518,2.8079,0.012129,0.012987,52.295,0.93939,0.0047081,0.000249,0.16904,0.64386,0.18177,0.048378,0.18914,4.428,0.32492,0.012987,88.029,4.1464,0.01322,0.0047081,1.0302,1.8333,0.76529,0.0050411,0.25758,0.16917,0.0050411,115.67,63.378,0.0017379,0.94852,50.186,-0.059795,-0.064025,1.0008,0.23471,0.24118,1.0005,1.1891,3261.0,-0.042018,0.00036118,1.042,0.1886,6.9796,5.7591,91.728,3.9792,1.4512,0.0
0.74475,-0.0034913,0.9953,-25.662,0.05338,-0.10828,0.32875,1.0061,0.24484,-0.10828,-0.14564,-0.013444,-0.10828,-4424.8,-0.08249,1.3427,-0.10828,-0.023695,25.27,0.90733,-0.0014088,-0.019413,0.074512,0.24484,-0.056214,-0.0031019,-0.013426,4.8149,0.16214,-0.023695,59.749,6.1089,-0.0018916,-0.0014088,4.6026,325.45,0.24614,-0.0003083,0.0058907,0.53893,-0.0003083,58.756,33.486,-0.2804,0.56977,25.425,-0.048251,-0.010559,0.99356,0.74345,0.1637,0.94153,0.94653,-228.0,0.006099,-0.36231,0.9939,0.0053162,14.444,10.9,59.385,6.1464,17.572,0.0
0.59153,0.22259,1.3763,-30.277,-0.50334,0.095774,0.69053,3.4577,0.40847,0.10621,0.16191,0.041356,0.095774,1509.9,0.24174,1.6905,0.095774,0.027699,52.418,1.0388,0.10617,0.025136,0.20764,-0.36685,0.22676,10.172,1.1974,3.4419,0.16875,0.029587,63.901,5.712,5.712,0.078874,3.4577,0.0,0.40847,0.022811,0.02413,0.12855,0.030704,84.433,32.015,0.17503,0.53684,53.641,0.058945,0.017048,1.3763,0.59153,0.17507,2.1974,2.1974,615.81,0.022811,0.21278,0.97254,0.0,6.9633,11.401,62.443,5.8453,18.601,0.0
0.66246,-0.012515,0.97039,-82.73,0.0,0.049235,0.50952,1.9004,0.33754,0.12295,0.1165,0.095796,0.049235,1328.2,0.27481,1.5095,0.049235,0.025907,48.456,1.0975,0.00045959,0.025907,0.22185,0.32939,0.27481,0.0062347,-0.021216,3.964,0.33924,0.066799,108.62,3.3605,2.1439,0.013111,1.9004,0.97621,0.49921,0.0068989,0.11549,0.16569,0.00024183,69.393,20.937,0.19515,0.37343,64.839,-0.13236,-0.069646,0.61908,0.42263,0.29758,0.57221,0.84628,-115.19,0.25267,0.14587,0.78673,0.47897,7.5326,17.433,81.172,4.4966,3.2217,0.0
0.35445,0.64555,2.8213,10.609,0.0,0.059483,1.8213,16.864,0.64555,0.059483,0.16782,0.0035271,0.059483,2175.0,0.16782,2.8213,0.059483,0.0035271,3.3269,0.0,0.059483,0.0027938,0.059483,0.1919,0.13293,0.0,0.0,2.0422,-0.0034077,0.0035271,7.766,47.0,47.0,0.20545,16.864,0.0,0.64555,0.012182,1.1647,0.19863,0.0035271,12.708,9.3813,0.30652,2.3876,3.3679,0.059483,0.0035271,2.8213,0.35445,0.021277,0.0,0.0,71.151,0.012182,0.072986,0.99651,0.0,109.71,38.907,7.6714,47.58,0.0,0.0
0.051265,0.94873,19.506,166.0,0.0,-0.058436,18.506,1.0978,0.94873,-0.012066,-1.1399,-0.053229,-0.058436,-320.21,-1.1399,19.506,-0.058436,-0.053229,0.0,0.0,-0.012086,-0.053229,-0.058436,-0.058436,-1.1399,-0.26064,0.0,1.6959,-0.14417,-0.053211,16.859,21.651,21.651,-0.012106,1.0978,0.0,0.94873,-0.011028,12.611,-0.14139,-0.011009,117.54,117.54,0.0,19.506,0.0,-0.012086,-0.011009,19.506,0.051265,0.046188,0.0,0.0,47.099,-0.011028,-0.061594,1.0532,0.0,0.0,3.1054,17.044,21.415,0.0,0.0
0.54761,0.093413,1.5759,-25.618,0.19672,0.010293,0.74107,1.1622,0.40582,0.010293,0.063462,0.086874,0.010293,4039.3,0.090363,1.8261,0.010293,0.018071,73.338,1.0187,0.077938,0.0075854,0.24641,0.40582,0.079456,1.5902,0.12549,4.4658,0.87723,0.018071,120.79,3.0217,0.14232,0.077938,0.57266,0.36626,0.79124,0.13683,0.36371,0.15371,0.13683,125.99,52.653,0.037752,0.87031,85.234,0.038747,0.068024,0.46677,0.1622,0.33094,0.54517,1.0629,2730.4,0.13956,0.010647,0.86044,0.94972,4.977,6.9321,103.94,3.5118,0.7652,0.0
0.71473,0.092233,1.1369,-47.432,0.0,0.12433,0.39913,3.4684,0.28527,0.14557,0.1846,0.043506,0.12433,1728.8,0.21112,1.3991,0.12433,0.035847,54.952,1.2669,0.14492,0.029461,0.20686,0.27093,0.18013,6.8232,0.39376,4.0353,0.19734,0.041304,73.971,4.9344,4.6499,0.14493,3.4684,6.2282,0.32438,0.041785,0.05154,0.13893,0.041785,76.933,21.981,0.19569,0.36165,57.348,0.11836,0.034125,1.0714,0.67353,0.20266,1.2179,1.3848,1000.4,0.041785,0.3582,0.96417,0.1371,6.6422,16.605,70.88,5.1496,14.807,0.0
0.086171,0.69954,10.078,60.972,0.0,0.57953,10.605,2.0247,0.91383,0.59333,7.5206,0.30637,0.57953,50.704,7.1986,11.605,0.57953,0.28622,83.585,0.0,0.59328,0.23285,0.57953,0.47147,5.9446,42.99,3.1312,3.5386,0.039383,0.29304,19.924,18.32,16.382,0.61305,2.0247,0.0,0.91383,0.30278,0.13129,0.0045301,0.29302,138.17,54.588,1.0168,4.0609,119.88,0.55249,0.27287,9.0122,0.077058,0.054586,4.0905,4.0905,2417.7,0.30278,0.51593,0.71413,0.0,4.3668,6.6865,13.891,26.275,9.0631,0.0
0.87881,-0.20313,0.72891,-54.401,0.0099812,-0.31512,0.12579,0.9197,0.11054,-0.31512,-0.42054,-0.090466,-0.31512,-1192.8,-0.306,1.1379,-0.31512,-0.10601,32.883,0.46565,-0.26455,-0.10541,0.10264,0.11054,-0.30397,-0.81851,-0.4476,4.4209,0.28766,-0.10601,84.618,4.3135,-0.30103,-0.26455,3.0064,2.1496,0.24005,-0.088997,0.045687,-0.13232,-0.088997,62.861,29.978,-1.17,0.37151,30.243,-0.31075,-0.10454,0.6215,0.74931,0.23183,0.24358,0.52895,-5353.4,-0.087311,-2.8345,1.0873,1.1715,11.1,12.176,92.007,3.9671,6.5502,0.0
0.64986,0.14666,1.2348,-14.1,0.34284,0.14235,0.49478,1.0485,0.32154,0.14235,0.2279,0.061932,0.14235,1081.8,0.3374,1.5388,0.14235,0.040206,28.104,1.1049,0.17746,0.03247,0.43209,0.32154,0.29526,0.52555,0.64115,4.63,0.17697,0.040206,67.515,5.4062,0.27308,0.17746,3.6781,19.744,0.34679,0.050125,0.042626,0.08399,0.050125,76.768,48.664,0.4217,0.79836,29.467,0.10055,0.028399,1.1868,0.62461,0.18497,1.4057,1.5161,6255.3,0.046238,0.35753,0.95376,0.078547,12.987,7.5004,64.394,5.6683,15.478,0.0
0.80738,0.10141,1.1256,2.275,0.0,0.013023,0.23857,6.5664,0.19262,0.017243,0.01613,0.0019833,0.013023,22629.0,0.01613,1.2386,0.013023,0.0019833,2.265,1.0833,0.0,0.0019833,0.10036,0.14925,0.01613,0.0,1.1119,3.0618,0.11116,0.0063013,50.425,7.2384,7.2384,0.0012741,6.5664,0.0,0.19262,0.00019403,0.12533,0.0,0.0,44.892,42.627,0.3196,1.0751,2.5449,0.0,0.0,1.1256,0.80738,0.13815,2.1119,2.1119,116.92,0.10998,0.067611,0.89066,0.0,161.15,8.5627,44.879,8.1329,71.997,0.0
0.48585,0.42926,1.9807,26.776,1.3772,0.55376,0.98868,1.1248,0.48035,0.55376,1.2651,0.11234,0.55376,301.88,1.2091,2.0583,0.55376,0.1059,5.9802,1.1066,0.57946,0.085224,1.7091,0.48035,0.98653,1.2465,3.2269,3.9367,0.092639,0.1059,34.367,10.621,1.1927,0.57946,5.2296,16.233,0.52848,0.11082,0.00402,0.026052,0.11082,60.394,54.414,5.2017,1.785,6.7267,0.5458,0.10438,1.7845,0.43771,0.094157,3.6109,3.9727,3710.5,0.11097,0.92775,0.88903,0.1002,61.035,6.7078,30.554,11.946,39.308,0.0
0.18549,0.70499,5.0391,46.044,0.0,0.0050956,4.391,2.4204,0.81451,0.023066,0.029194,0.01876,0.0050956,1491.1,0.24479,5.391,0.0050956,0.0021053,60.199,0.53649,0.017495,0.001696,0.34123,0.76702,0.23945,0.97352,5.8517,3.3234,0.061823,0.0042562,26.48,13.784,12.97,0.014524,2.4204,0.0,0.81451,0.0060009,0.22398,0.10696,0.0072281,126.74,66.539,0.010283,2.752,60.563,-0.022817,-0.0094269,4.7415,0.17454,0.072547,6.7608,6.7608,1484.5,0.0060009,0.0050398,0.99791,0.0,6.0632,5.4855,26.321,13.867,20.091,0.0
0.71638,-0.11614,0.79988,-31.235,0.24297,0.084376,0.37173,1.0511,0.2663,0.084376,0.14539,0.026988,0.084376,2725.4,0.13393,1.3959,0.084376,0.023734,17.842,1.062,0.17269,0.018209,0.27653,0.2663,0.10651,0.5106,-0.21676,4.4531,0.17096,0.023734,62.63,5.8279,0.24106,0.17269,3.5596,2.1348,0.40234,0.048576,0.19149,0.12782,0.048576,36.25,18.408,0.3725,0.50043,18.754,0.16112,0.045323,0.64798,0.58033,0.17159,0.49701,0.75091,-3297.0,0.048644,0.24308,0.95136,0.51086,20.457,19.829,59.584,6.1258,6.6349,0.0
0.019925,0.0048394,1.2429,108.76,-1.3378,-0.30304,49.188,0.018423,0.98008,-0.3007,-15.209,-6.3201,-0.30304,-62.459,-5.8438,50.188,-0.30304,-16.449,0.0,0.0,-0.30313,-16.449,-0.30304,0.76721,-5.8438,-129.34,0.0049623,4.1056,-0.14673,-16.449,35.892,10.169,10.169,-0.1842,0.018423,0.0,0.98008,-9.9983,1.1357,-0.0057,-16.453,42.319,42.319,0.0,1.2429,0.0,-0.48973,-26.582,1.2429,0.019925,0.098335,1.005,1.005,61.714,-9.9983,-0.3092,15.534,0.0,0.0,8.6249,394.75,0.92463,0.018891,0.0
0.37009,0.49916,2.3487,55.793,0.0,0.065092,1.702,2.3956,0.62991,0.20975,0.17588,0.042565,0.065092,1324.8,0.27552,2.702,0.065092,0.027172,21.945,0.0,0.067242,0.0099275,0.065092,0.45225,0.1639,0.46485,3.8177,2.4494,0.14271,0.027658,58.018,6.2912,6.2912,0.067242,2.3956,0.0,0.62991,0.028069,0.076261,0.11849,0.028069,128.14,106.2,0.16512,1.9596,22.579,0.030366,0.012676,2.3487,0.37009,0.15895,4.8177,4.8177,140.48,0.028069,0.037754,0.97435,0.0,16.632,3.437,56.389,6.4729,18.322,0.0
0.46993,0.24392,1.8337,11.031,0.0,-0.090983,1.128,2.2608,0.53007,0.064444,-0.31099,0.0098652,-0.090983,7690.4,0.047462,2.128,-0.090983,-0.040243,24.163,0.95399,0.063828,-0.032552,0.13924,0.27269,0.084465,0.41066,0.52621,4.1675,0.177,-0.033954,48.672,7.4992,4.6687,0.066898,2.2608,2.309,0.69759,0.02959,0.34266,0.088441,0.028232,70.426,46.263,-0.49171,1.3221,24.9,-0.049459,-0.021876,1.1416,0.29255,0.13335,1.1436,1.505,3586.9,0.02959,-0.13884,1.0402,0.31603,15.105,7.8898,47.231,7.7279,4.8774,0.0
0.55833,0.14663,1.2821,-46.476,0.12443,0.028821,0.79023,1.0497,0.44121,0.028821,0.055452,0.049242,0.028821,2797.4,0.13048,1.7911,0.028821,0.019481,76.539,0.95039,0.073558,0.014046,0.15879,0.44121,0.11608,0.5219,0.43952,4.5584,0.36484,0.019481,134.6,2.7118,0.13175,0.073558,1.4926,9.2304,0.47979,0.049721,0.060127,0.15611,0.049721,156.7,80.158,0.066981,0.68524,80.341,0.029529,0.01996,1.1935,0.51974,0.36877,1.3225,1.4381,5304.6,0.047319,0.047097,0.95268,0.087452,4.7688,4.5535,128.23,2.8464,4.4344,0.0
1.384,-1.1394,0.17674,-184.7,0.0,-0.40773,-0.27747,2.0017,-0.38402,-0.3512,-0.2946,-0.18668,-0.40773,-1351.9,-0.27,0.72253,-0.40773,-0.20369,5.8527,0.0,-0.36565,-0.20369,-0.40773,-0.40773,-0.27,-6.4685,-1.5084,3.324,0.64075,-0.20369,213.98,1.7057,1.7057,-0.35908,2.0017,0.0,-0.38402,-0.17939,0.089335,-0.13912,-0.18267,22.058,16.205,-12.703,0.15355,4.9625,-0.3997,-0.19968,0.17674,1.384,0.58625,-0.50837,-0.50837,-2402.8,-0.17939,1.0617,1.2022,0.0,62.364,22.524,252.37,1.4463,2.6499,0.0
0.8829,-0.068169,0.83697,-38.748,-0.43657,-0.23195,0.023428,0.95637,0.020685,-0.23195,-0.55472,-0.070309,-0.23195,-2478.5,-0.14727,1.1326,-0.23195,-0.12543,25.188,1.0204,-0.10684,-0.1482,-0.42838,0.020685,-0.19497,-0.55254,-0.10487,5.3887,0.45934,-0.12543,78.929,4.6244,-0.12101,-0.10684,1.8527,0.47842,0.48545,-0.057774,0.083282,-5.9065,-0.057774,62.201,37.013,-2.1475,0.53177,24.089,-0.20877,-0.11289,0.39639,0.41814,0.21624,0.031821,0.7468,-16684.0,-0.045621,-13.249,1.0456,22.469,14.491,9.8614,82.529,4.4227,2.8449,0.0
0.91805,0.081211,1.0885,-15.163,0.0,0.046396,0.089261,1.0554,0.081947,0.046784,0.050538,0.044629,0.046396,7114.0,0.051307,1.0893,0.046396,0.04396,0.0,0.0,0.039411,0.035146,0.046396,0.076362,0.041175,101.6,110.35,3.952,0.065903,0.044151,329.81,1.1067,1.1067,0.039407,1.0554,0.0,0.081947,0.037338,1.0593,0.76281,0.037341,9.2653,9.2653,0.0,1.0885,0.0,0.038704,0.036671,1.0885,0.91805,0.90358,111.35,111.35,727.09,0.037338,0.45266,0.95635,0.0,0.0,39.394,317.49,1.1496,1434.1,0.0
0.012867,0.98713,77.717,28.097,0.0,0.12693,76.717,0.19463,0.98713,0.12693,9.8647,0.65217,0.12693,37.001,9.8647,77.717,0.12693,0.65217,0.0,0.0,0.095434,0.53644,0.12693,0.44649,8.1143,0.0,0.0,1.9661,0.066111,0.65217,47.346,7.7092,7.7092,0.095434,0.19463,0.0,0.98713,0.49033,76.115,0.0044943,0.49033,38.649,38.649,0.0,77.717,0.0,0.095434,0.49033,77.717,0.012867,0.12971,0.0,0.0,91.293,0.49033,0.10577,0.43865,0.0,0.0,9.4439,24.131,15.126,0.0,0.0
0.15109,0.76659,6.0739,21.968,0.0,0.55458,5.6188,2.1487,0.84891,0.57961,3.6707,0.27228,0.55458,94.26,3.8723,6.6188,0.55458,0.25811,34.169,1.1164,0.56031,0.20744,1.3719,0.75724,3.1517,22.386,9.3114,3.5206,0.070316,0.25811,36.211,10.08,10.08,0.62575,2.1487,0.0,0.84891,0.29123,3.1397,0.0085248,0.26077,75.305,41.136,2.2159,4.7425,48.209,0.52986,0.2466,6.0739,0.15109,0.099208,10.311,10.311,2542.0,0.29123,0.52504,0.74483,0.0,10.682,8.873,25.665,14.222,26.099,0.0
0.79319,0.12056,1.2943,-11.599,0.12873,-0.0044856,0.26073,1.0098,0.20681,-0.0044856,-0.01095,0.0046226,-0.0044856,18950.0,0.019261,1.2607,-0.0044856,-0.0013572,10.484,0.66025,0.027287,-0.00048889,0.17206,0.20681,0.022879,0.083377,0.25661,4.9187,0.23711,-0.0013572,45.685,7.9895,0.034402,0.027287,3.3371,1.1348,0.59036,0.0082564,0.34172,0.55424,0.0082564,43.095,32.61,-0.01702,1.0626,10.588,0.0075242,0.0022766,0.66843,0.40964,0.12516,0.4402,1.2566,9998.0,0.009745,-0.007813,0.99025,1.8546,34.814,11.193,45.24,8.0681,7.0348,0.0
1.0212,-0.024487,0.97602,-35.557,-0.020076,-0.0066328,-0.020778,1.0716,-0.021219,0.010228,-0.006495,-0.005394,-0.0066328,-64484.0,-0.0056603,0.97922,-0.0066328,-0.0061895,0.0,0.0,0.010228,-0.0062997,-0.0066328,-0.026827,-0.0057759,0.6066,-7.4937,3.9502,0.93404,0.009544,350.74,1.0407,1.0407,0.0088917,1.0716,0.0,-0.021219,0.0082973,0.098586,3.0722,0.009544,305.2,305.2,0.0,0.97602,0.0,0.0093752,0.0087486,0.97602,1.0212,0.96093,-6.4937,-6.4937,-218.31,0.0082973,0.31816,1.0062,0.0,0.0,1.1959,347.83,1.0494,327.95,0.0
0.30185,0.22697,1.7519,5.8472,0.17336,0.043914,2.2849,1.0177,0.68969,0.043914,0.14548,0.036484,0.043914,1140.2,0.32012,3.313,0.043914,0.016581,21.783,0.9268,0.045407,0.012086,0.23079,0.68969,0.28069,0.17448,0.48169,3.9301,0.097975,0.016581,42.334,8.6219,0.15043,0.045407,2.6588,0.0,0.68969,0.017144,0.23142,0.10114,0.017144,63.251,41.468,0.20253,1.2283,22.168,-0.0073066,-0.0027588,1.7519,0.30185,0.11598,1.4637,1.4637,1932.1,0.017373,0.046413,0.98263,0.0,16.757,8.8019,41.599,8.7743,5.6209,0.0
0.40016,0.22877,1.8134,1.8365,-0.079496,0.60908,1.499,4.1868,0.59984,0.60919,2.1656,0.15608,0.60908,223.5,1.6331,2.499,0.60908,0.14548,7.4359,0.91071,0.58917,0.1289,0.84829,0.57491,1.4596,5410.2,0.4669,3.6823,0.0491,0.14548,28.53,12.793,8.992,0.5886,4.1868,0.0,0.59984,0.14059,1.1375,0.021053,0.14072,16.572,9.1364,6.3271,1.5101,8.6523,0.54475,0.13011,1.2746,0.28125,0.078165,1.2242,1.2242,1100.8,0.14059,0.89969,0.85524,0.0,49.086,39.95,24.519,14.886,8.5449,0.0
0.72414,-0.23752,0.67199,-40.84,-0.15006,0.013637,0.37648,0.91324,0.27263,0.013637,0.018832,0.036616,0.013637,2364.2,0.15438,1.381,0.013637,0.0044666,14.189,0.94772,0.022491,0.0044666,-0.15006,0.27263,0.15438,0.067272,-0.46266,3.9886,0.21192,0.0044666,79.058,4.6169,0.031059,0.022491,3.3786,0.0,0.27263,0.0073663,0.12294,0.19733,0.0073663,47.531,33.341,0.1149,0.50808,12.958,-0.075667,-0.024783,0.67199,0.72414,0.2166,0.53103,0.53103,-2313.7,-0.095003,0.050022,1.095,0.0,25.723,10.947,86.568,4.2163,5.9472,0.0
0.35808,0.17147,1.7599,-24.001,0.0,0.12729,1.7927,1.313,0.64192,0.13541,0.56407,0.16353,0.12729,608.7,0.59964,2.7927,0.12729,0.096946,44.712,0.0,0.11615,0.077267,0.12729,0.27748,0.52748,14.305,0.28443,4.0404,0.27168,0.10313,68.325,5.3421,3.3666,0.10749,1.313,5.6553,0.6837,0.081864,0.38346,0.058632,0.088457,86.344,41.632,0.63075,1.0471,48.699,0.028717,0.021871,1.1091,0.22567,0.18719,1.0648,1.1341,1882.0,0.081864,0.15805,0.90542,0.065091,8.1633,8.7673,62.732,5.8184,2.178,0.0
0.7695,-0.21062,0.67895,-109.93,0.0,0.026241,0.29954,1.4895,0.2305,0.097196,0.039999,0.042633,0.026241,4423.0,0.082524,1.2995,0.026241,0.017617,46.179,0.87743,0.094701,0.015776,0.061247,0.19267,0.078959,1.3347,-0.37979,4.1904,0.50773,0.038992,172.11,2.1208,1.8081,0.098164,1.4895,2.4301,0.33625,0.065903,0.042121,0.19438,0.063578,102.38,56.2,0.12469,0.3917,49.437,0.05744,0.038563,0.57885,0.65605,0.47152,0.41563,0.60632,-3265.3,0.065903,0.10195,0.98242,0.45878,7.904,6.4947,160.76,2.2704,2.6859,0.0
0.30691,0.40162,2.3322,13.969,0.17936,0.052058,1.9414,1.0149,0.59585,0.052058,0.17268,0.048102,0.052058,829.71,0.43992,3.2583,0.052058,0.018547,38.164,1.0628,0.058221,0.014096,0.23085,0.59585,0.39921,0.21051,1.3526,4.2094,0.087927,0.018547,39.785,9.1743,0.1897,0.058221,2.8256,75.258,0.6013,0.020743,0.21279,0.071472,0.020743,83.087,44.923,0.13481,1.3587,38.731,-0.024736,-0.0088128,2.2908,0.30147,0.109,2.0068,2.0252,6504.6,0.014634,0.0664,0.98537,0.0091342,9.5639,8.1251,39.203,9.3106,9.4535,0.0
